Motion,SSIM,Brightness
0.3599,0.6416,150.94
0.3893,0.6416,97.06
0.357,0.6416,198.16
0.3136,0.6416,132.43
0.3123,0.6416,91.14
0.4011,0.6416,173.58
0.249,0.5535,102.1
0.397,0.5535,159.58
0.4156,0.5535,168.4
0.3894,0.5535,157.66
0.4772,0.5535,163.23
0.4944,0.5535,115.18
0.4982,0.783,196.49
0.3963,0.783,129.93
0.3406,0.783,109.08
0.3558,0.783,180.19
0.3018,0.783,127.8
0.4453,0.783,155.24
0.4549,0.6996,163.76
0.4377,0.6996,152.08
0.4012,0.6996,136.37
0.32,0.6996,96.72
0.3517,0.6996,200.53
0.2463,0.6996,123.27
0.4337,0.6931,161.04
0.3131,0.6931,184.74
0.2301,0.6931,113.7
0.3498,0.6931,206.53
0.2381,0.6931,145.57
0.1254,0.6931,107.88
0.038,0.5958,108.13
0.0381,0.5958,108.05
0.0339,0.5958,107.87
0.0385,0.5958,108.21
0.0377,0.5958,108.64
0.0286,0.5958,108.76
0.0283,0.6017,109.02
0.0148,0.6017,109.11
0.0138,0.6017,109.16
0.0142,0.6017,109.22
0.0134,0.6017,109.32
0.0094,0.6017,109.41
0.0147,0.6037,109.47
0.0128,0.6037,109.52
0.022,0.6037,109.73
0.0114,0.6037,109.8
0.0224,0.6037,109.73
0.01,0.6037,109.73
0.0182,0.605,109.86
0.0086,0.605,109.92
0.0086,0.605,109.93
0.0325,0.605,110.0
0.0243,0.605,110.11
0.0345,0.605,109.99
0.0312,0.6052,110.08
0.0377,0.6052,109.87
0.0291,0.6052,110.04
0.0267,0.6052,110.13
0.0103,0.6052,110.13
0.013,0.6052,110.26
0.012,0.6064,110.35
0.011,0.6064,110.39
0.0128,0.6064,110.34
0.0231,0.6064,110.44
0.0319,0.6064,110.39
0.0091,0.6064,110.34
0.0297,0.6043,110.05
0.0289,0.6043,110.15
0.0223,0.6043,110.26
0.0121,0.6043,110.19
0.0111,0.6043,110.2
0.0214,0.6043,110.23
0.0325,0.6062,110.33
0.0105,0.6062,110.28
0.0119,0.6062,110.32
0.023,0.6062,110.26
0.0126,0.6062,110.27
0.0309,0.6062,110.37
0.0119,0.6067,110.29
0.0186,0.6067,110.29
0.0204,0.6067,110.45
0.0262,0.6067,110.28
0.0231,0.6067,110.22
0.0338,0.6067,110.32
0.0221,0.6075,110.28
0.0064,0.6075,110.13
0.0149,0.6075,110.18
0.0234,0.6075,110.05
0.0285,0.6075,109.96
0.0164,0.6075,109.95
0.0273,0.6057,109.79
0.0143,0.6057,109.79
0.0108,0.6057,109.75
0.0074,0.6057,109.7
0.0097,0.6057,109.65
0.0079,0.6057,109.56
0.0078,0.6054,109.51
0.0141,0.6054,109.48
0.0161,0.6054,109.38
0.0082,0.6054,109.3
0.0163,0.6054,109.31
0.011,0.6054,109.27
0.0121,0.6045,109.16
0.0117,0.6045,109.16
0.0083,0.6045,109.13
0.0212,0.6045,108.98
0.0143,0.6045,108.91
0.0299,0.6045,109.04
0.0071,0.604,108.94
0.0085,0.604,108.95
0.0118,0.604,108.84
0.0247,0.604,108.92
0.0125,0.604,108.75
0.0309,0.604,108.54
0.0152,0.6018,108.45
0.0077,0.6018,108.44
0.0108,0.6018,108.44
0.0305,0.6018,108.6
0.0068,0.6018,108.6
0.0107,0.6018,108.54
0.0087,0.6029,108.51
0.0308,0.6029,108.69
0.025,0.6029,108.67
0.0172,0.6029,108.68
0.0303,0.6029,108.45
0.0187,0.6029,108.38
0.017,0.6029,108.36
0.0288,0.6029,108.52
0.0063,0.6029,108.51
0.0092,0.6029,108.49
0.0038,0.6029,108.47
0.0054,0.6029,108.45
0.0665,0.5437,99.12
0.4065,0.5437,134.43
0.4914,0.5437,175.75
0.4691,0.5437,138.62
0.4796,0.5437,156.22
0.437,0.5437,141.4
0.4947,0.7173,168.11
0.3242,0.7173,152.72
0.2169,0.7173,104.4
0.0871,0.7173,113.07
0.0348,0.7173,113.1
0.0118,0.7173,113.1
0.0165,0.6082,113.22
0.0111,0.6082,113.13
0.013,0.6082,113.16
0.014,0.6082,113.23
0.0148,0.6082,113.18
0.0356,0.6082,112.65
0.1346,0.5318,100.69
0.7015,0.5318,119.3
0.8458,0.5318,120.37
0.8762,0.5318,121.3
0.8672,0.5318,120.98
0.8673,0.5318,121.82
0.8659,0.4809,123.91
0.8662,0.4809,123.72
0.9251,0.4809,123.67
0.731,0.4809,123.81
0.8886,0.4809,123.73
0.8753,0.4809,123.03
0.8849,0.4749,123.14
0.8492,0.4749,123.09
0.8643,0.4749,122.14
0.8568,0.4749,122.26
0.8348,0.4749,139.7
0.3698,0.4749,111.04
0.1464,0.5835,110.1
0.0902,0.5835,109.19
0.0931,0.5835,108.25
0.0943,0.5835,108.1
0.1034,0.5835,108.58
0.1054,0.5835,108.47
0.1011,0.5747,109.01
0.0977,0.5747,110.17
0.0835,0.5747,110.72
0.0953,0.5747,109.37
0.0946,0.5747,109.24
0.0716,0.5747,109.33
0.0884,0.5766,109.2
0.0773,0.5766,109.08
0.0798,0.5766,108.84
0.0925,0.5766,109.69
0.0871,0.5766,110.28
0.0486,0.5766,110.03
0.0826,0.5773,109.33
0.0877,0.5773,109.81
0.0825,0.5773,110.53
0.0503,0.5773,110.51
0.0773,0.5773,110.29
0.0839,0.5773,109.84
0.0835,0.5787,109.65
0.0742,0.5787,109.45
0.0682,0.5787,109.8
0.02,0.5787,109.8
0.0797,0.5787,110.04
0.0806,0.5787,110.22
0.0836,0.5805,110.04
0.0787,0.5805,109.92
0.0804,0.5805,109.97
0.0849,0.5805,110.18
0.0789,0.5805,110.48
0.0591,0.5805,110.35
0.0692,0.5824,110.17
0.0473,0.5824,110.02
0.0815,0.5824,110.37
0.0671,0.5824,110.62
0.0739,0.5824,111.07
0.0712,0.5824,110.32
0.076,0.5871,110.79
0.0574,0.5871,110.66
0.0537,0.5871,110.78
0.023,0.5871,110.68
0.0703,0.5871,110.9
0.0712,0.5871,111.22
0.0421,0.5906,111.35
0.0696,0.5906,110.79
0.0629,0.5906,110.64
0.0789,0.5906,111.75
0.0738,0.5906,112.86
0.0695,0.5906,113.26
0.0692,0.607,114.03
0.0654,0.607,112.49
0.0692,0.607,112.27
0.064,0.607,112.26
0.0125,0.607,112.21
0.0597,0.607,112.21
0.0663,0.5896,111.31
0.0306,0.5896,111.18
0.1505,0.5896,103.38
0.2956,0.5896,33.75
0.0014,0.5896,66.37
0.009,0.5896,65.01
0.007,0.4383,63.27
0.0072,0.4383,65.55
0.0073,0.4383,66.06
0.0057,0.4383,63.47
0.0069,0.4383,64.99
0.0111,0.4383,73.01
0.0101,0.4611,67.32
0.0077,0.4611,43.2
0.0101,0.4611,52.57
0.0156,0.4611,55.24
0.0093,0.4611,52.07
0.0101,0.4611,51.01
0.0109,0.3561,50.29
0.0104,0.3561,49.66
0.0116,0.3561,49.27
0.0142,0.3561,48.75
0.0137,0.3561,48.42
0.0123,0.3561,48.04
0.0123,0.3311,46.38
0.0087,0.3311,46.16
0.011,0.3311,46.66
0.0104,0.3311,47.7
0.0103,0.3311,46.35
0.0107,0.3311,47.31
0.0093,0.3263,45.69
0.0108,0.3263,46.23
0.0145,0.3263,46.24
0.0114,0.3263,45.58
0.0085,0.3263,47.51
0.012,0.3263,47.68
0.014,0.3404,47.86
0.2978,0.3404,181.57
0.5349,0.3404,173.28
0.0,1.0,86.86
0.0,1.0,106.39
0.6303,1.0,148.01
0.3532,1.0,137.11
0.2962,1.0,134.17
0.6617,1.0,158.26
0.738,0.4598,170.07
0.5685,0.4598,167.54
0.0,1.0,219.82
0.2102,1.0,185.87
0.1587,1.0,132.38
0.1036,1.0,124.76
0.102,1.0,123.54
0.0863,0.6878,122.86
0.1,0.6878,123.16
0.0906,0.6878,124.21
0.1016,0.6878,122.0
0.121,0.6878,118.55
0.1156,0.6878,123.35
0.1042,0.6844,122.29
0.1069,0.6844,123.61
0.0865,0.6844,122.59
0.0994,0.6844,121.34
0.1063,0.6844,119.76
0.1038,0.6844,121.32
0.105,0.6951,122.99
0.1023,0.6951,122.98
0.0878,0.6951,122.71
0.0405,0.6951,122.72
0.0663,0.6951,122.43
0.0957,0.6951,123.85
0.1069,0.7006,125.87
0.1038,0.7006,123.22
0.095,0.7006,121.47
0.098,0.7006,123.78
0.0667,0.7006,123.26
0.0628,0.7006,122.29
0.0803,0.6983,123.2
0.0627,0.6983,123.15
0.0601,0.6983,121.1
0.0857,0.6983,121.84
0.0705,0.6983,121.45
0.0648,0.6983,121.56
0.0713,0.685,121.53
0.1027,0.685,123.65
0.1373,0.685,110.3
0.3596,0.685,195.35
0.4031,0.685,156.77
0.3711,0.685,118.77
0.4001,0.4689,84.66
0.3721,0.4689,124.56
0.4737,0.4689,103.07
0.5208,0.4689,108.72
0.4674,0.4689,96.42
0.4325,0.4689,122.94
0.4997,0.4746,99.27
0.5773,0.4746,130.11
0.5431,0.4746,102.5
0.5928,0.4746,140.39
0.4478,0.4746,98.09
0.4982,0.4746,135.41
0.5658,0.476,99.62
0.5874,0.476,138.42
0.5716,0.476,113.13
0.5994,0.476,136.96
0.4811,0.476,98.17
0.7284,0.476,137.08
0.0,1.0,171.14
0.0622,1.0,132.64
0.0186,1.0,134.83
0.0339,1.0,147.52
0.0169,1.0,147.6
0.0192,1.0,147.65
0.0187,0.9112,147.82
0.0185,0.9112,147.9
0.0193,0.9112,147.97
0.01,0.9112,148.07
0.1232,0.9112,111.04
0.4645,0.9112,179.48
0.6137,0.757,145.16
0.5478,0.757,178.72
0.6015,0.757,126.34
0.5586,0.757,186.35
0.528,0.757,122.38
0.567,0.757,176.86
0.5841,0.655,119.87
0.5422,0.655,176.8
0.5553,0.655,127.47
0.5894,0.655,178.15
0.5483,0.655,118.78
0.549,0.655,144.18
0.4045,0.599,98.03
0.3849,0.599,156.93
0.601,0.599,120.57
0.5752,0.599,174.37
0.537,0.599,141.6
0.4152,0.599,118.4
0.4647,0.6973,146.58
0.4904,0.6973,120.5
0.4987,0.6973,121.33
0.4668,0.6973,156.01
0.4442,0.6973,123.02
0.5753,0.6973,134.0
0.6107,0.7293,197.46
0.5659,0.7293,126.31
0.4992,0.7293,124.63
0.5843,0.7293,182.67
0.5272,0.7293,136.56
0.3942,0.7293,153.72
0.1178,0.9096,153.45
0.0251,0.9096,153.41
0.0179,0.9096,153.4
0.0295,0.9096,153.22
0.033,0.9096,152.95
0.0432,0.9096,152.68
0.0224,0.9059,152.81
0.0356,0.9059,152.97
0.0268,0.9059,153.05
0.0149,0.9059,153.04
0.016,0.9059,152.97
0.0202,0.9059,152.92
0.0386,0.9058,153.0
0.0553,0.9058,152.54
0.2276,0.9058,17.39
0.0,0.9058,36.63
0.0037,0.9058,41.53
0.0112,0.9058,43.61
0.0039,0.474,46.63
0.0059,0.474,47.27
0.0059,0.474,47.68
0.0052,0.474,46.96
0.0044,0.474,46.83
0.0088,0.474,46.33
0.0099,0.4731,46.41
0.0062,0.4731,46.8
0.0065,0.4731,46.85
0.0066,0.4731,45.18
0.0085,0.4731,44.62
0.0064,0.4731,44.03
0.0058,0.4459,42.83
0.0084,0.4459,51.37
0.0135,0.4459,51.83
0.1317,0.4459,216.74
0.2418,0.4459,232.03
0.1796,0.4459,226.89
0.2174,0.7919,198.1
0.2027,0.7919,148.63
0.111,0.7919,122.47
0.1335,0.7919,125.04
0.1221,0.7919,124.18
0.0831,0.7919,124.64
0.0521,0.8335,124.55
0.0402,0.8335,124.6
0.0753,0.8335,124.76
0.0764,0.8335,124.54
0.0974,0.8335,124.91
0.023,0.8335,126.34
0.041,0.8358,126.14
0.0674,0.8358,126.34
0.0532,0.8358,126.71
0.0699,0.8358,143.05
0.0255,0.8358,143.11
0.0331,0.8358,143.08
0.0748,0.8135,143.0
0.0352,0.8135,143.16
0.0463,0.8135,143.04
0.0759,0.8135,143.22
0.189,0.8135,141.83
0.1957,0.8135,141.09
0.708,0.5601,177.69
0.8545,0.5601,130.54
0.964,0.5601,128.05
0.9694,0.5601,123.35
0.9777,0.5601,123.15
0.9944,0.5601,125.14
0.9949,0.4509,125.43
0.9238,0.4509,125.45
0.9859,0.4509,125.15
0.9964,0.4509,123.87
0.947,0.4509,124.42
0.9743,0.4509,124.63
0.9817,0.4513,125.23
0.9794,0.4513,124.22
0.986,0.4513,124.84
0.9857,0.4513,123.7
0.8874,0.4513,124.03
0.9733,0.4513,123.8
0.9866,0.4565,124.3
0.988,0.4565,124.14
0.9705,0.4565,123.66
0.9367,0.4565,123.79
0.9861,0.4565,123.87
0.9877,0.4565,123.56
0.986,0.442,123.34
0.9795,0.442,123.13
0.9853,0.442,122.91
0.8603,0.442,122.77
0.9786,0.442,122.96
0.8605,0.442,117.3
0.6439,0.6551,167.92
0.5304,0.6551,98.44
0.4593,0.6551,126.85
0.1322,0.6551,127.81
0.1614,0.6551,146.34
0.1358,0.6551,141.47
0.1604,0.8089,141.93
0.1513,0.8089,140.03
0.1577,0.8089,137.86
0.159,0.8089,137.59
0.171,0.8089,138.07
0.1627,0.8089,145.25
0.1501,0.8058,140.83
0.1638,0.8058,138.1
0.1614,0.8058,139.01
0.1374,0.8058,138.44
0.0783,0.8058,138.64
0.0894,0.8058,138.54
0.0753,0.7975,138.31
0.0318,0.7975,138.4
0.0911,0.7975,138.18
0.0538,0.7975,138.06
0.0785,0.7975,138.18
0.061,0.7975,138.22
0.2877,0.7296,129.53
0.4896,0.7296,92.04
0.0223,0.7296,99.96
0.017,0.7296,101.68
0.0218,0.7296,103.18
0.0127,0.7296,103.01
0.0138,0.7191,101.3
0.012,0.7191,104.33
0.0099,0.7191,105.31
0.008,0.7191,100.7
0.0106,0.7191,97.9
0.3952,0.7191,205.1
0.5415,0.6769,168.35
0.4125,0.6769,172.19
0.3347,0.6769,126.86
0.1755,0.6769,104.27
0.0803,0.6769,106.22
0.0783,0.6769,107.55
0.1203,0.7493,107.84
0.2521,0.7493,13.54
0.0,0.7493,68.51
0.009,0.7493,77.66
0.0114,0.7493,81.7
0.011,0.7493,98.04
0.3982,0.6687,200.03
0.5405,0.6687,196.8
0.3766,0.6687,243.97
0.0846,0.6687,127.7
0.0,0.6687,129.07
0.0047,0.6687,134.8
0.0204,0.7396,130.72
0.0145,0.7396,130.92
0.0152,0.7396,131.93
0.3655,0.7396,93.81
0.2864,0.7396,89.13
0.3229,0.7396,89.88
0.2331,0.5563,89.57
0.3354,0.5563,92.51
0.377,0.5563,100.11
0.2619,0.5563,30.62
0.0,0.5563,13.75
0.0,0.5563,14.12
0.0,0.1832,14.11
0.0,0.1832,14.09
0.0,0.1832,14.09
0.0,0.1832,14.08
0.0,0.1832,14.01
0.0,0.1832,14.13
0.0,0.1822,14.02
0.0,0.1822,14.07
0.0,0.1822,14.03
0.0,0.1822,14.0
0.0,0.1822,14.02
0.0,0.1822,14.08
0.0,0.1822,14.03
0.387,0.1822,208.32
0.4456,0.1822,208.34
0.463,0.1822,191.17
0.4308,0.1822,192.93
0.5183,0.1822,127.53
0.5344,0.6003,108.81
0.4612,0.6003,94.16
0.5553,0.6003,135.18
0.5285,0.6003,134.73
0.4617,0.6003,150.36
0.5246,0.6003,162.4
0.3834,0.6434,114.27
0.5056,0.6434,141.33
0.7976,0.6434,136.27
0.9909,0.6434,131.81
0.9957,0.6434,129.16
0.9944,0.6434,128.68
0.9954,0.4298,129.28
0.952,0.4298,129.29
0.9745,0.4298,128.9
0.9654,0.4298,115.52
0.5914,0.4298,127.72
0.6218,0.4298,120.74
0.0,1.0,218.22
0.0,1.0,143.51
0.0,1.0,131.02
0.2007,1.0,129.19
0.1819,1.0,123.39
0.2648,1.0,123.85
0.2687,1.0,121.91
0.2075,0.8054,121.64
0.201,0.8054,121.76
0.1866,0.8054,121.64
0.2141,0.8054,121.19
0.3718,0.8054,120.25
0.4132,0.8054,102.44
0.5028,0.6841,105.23
0.5966,0.6841,136.35
0.6001,0.6841,136.93
0.5854,0.6841,137.09
0.5498,0.6841,137.42
0.214,0.6841,137.29
0.4721,0.6917,137.71
0.5703,0.6917,135.91
0.293,0.6917,29.3
0.0,0.6917,63.09
0.007,0.6917,65.09
0.0052,0.6917,66.34
0.0046,0.6059,63.57
0.0045,0.6059,55.06
0.005,0.6059,57.69
0.005,0.6059,56.53
0.0049,0.6059,56.0
0.0041,0.6059,56.61
0.0047,0.5616,55.56
0.0077,0.5616,55.72
0.0054,0.5616,55.97
0.0048,0.5616,56.03
0.0022,0.5616,52.53
0.0033,0.5616,47.8
0.0036,0.5723,57.55
0.0065,0.5723,57.38
0.0056,0.5723,60.96
0.0074,0.5723,62.9
0.0083,0.5723,63.45
0.0094,0.5723,65.01
0.0527,0.6658,248.53
0.3121,0.6658,235.44
0.3625,0.6658,180.13
0.3351,0.6658,114.22
0.2645,0.6658,118.84
0.4015,0.6658,136.65
0.5634,0.6016,124.27
0.3873,0.6016,8.7
0.0,0.6016,20.88
0.0,0.6016,19.98
0.0,0.6016,19.6
0.0001,0.6016,19.45
0.0,0.2547,19.54
0.2923,0.2547,191.3
0.4412,0.2547,151.76
0.2989,0.2547,119.53
0.3258,0.2547,237.22
0.4021,0.2547,221.23
0.599,0.6425,141.99
0.6579,0.6425,134.0
0.6635,0.6425,130.48
0.3225,0.6425,8.1
0.0,0.6425,13.96
0.0,0.6425,13.92
0.0,0.1939,13.98
0.0,0.1939,13.94
0.0,0.1939,13.93
0.0041,0.1939,236.88
0.2887,0.1939,241.6
0.6248,0.1939,186.24
0.6502,0.6325,136.46
0.572,0.6325,114.53
0.6556,0.6325,141.47
0.6867,0.6325,139.6
0.6731,0.6325,138.96
0.0,1.0,207.66
0.1052,1.0,137.3
0.0369,1.0,116.31
0.0143,1.0,116.35
0.0071,1.0,116.4
0.0101,0.7687,116.44
0.0267,0.7687,83.45
0.2017,0.7687,13.85
0.0,0.7687,14.47
0.0,0.7687,14.44
0.0,0.7687,14.34
0.0,0.1222,14.41
0.0,0.1222,14.51
0.0,0.1222,14.5
0.0,0.1222,14.47
0.0,0.1222,14.49
0.0,1.0,225.95
0.0072,1.0,236.81
0.01,1.0,244.69
0.0126,1.0,249.33
0.0102,1.0,249.93
0.0039,1.0,251.67
0.0198,1.0,251.03
0.0514,1.0,250.77
0.0982,1.0,240.65
0.0175,1.0,239.18
0.039,1.0,232.81
0.0571,1.0,222.47
0.0285,1.0,219.76
0.0689,1.0,204.51
0.0506,1.0,194.62
0.0233,1.0,192.01
0.0493,1.0,179.22
0.0567,1.0,162.81
0.0281,1.0,154.5
0.0163,1.0,151.29
0.0331,1.0,137.92
0.0277,1.0,127.34
0.0229,1.0,120.8
0.0206,1.0,113.99
0.0124,1.0,113.99
0.0126,1.0,113.94
0.0075,1.0,113.95
0.0125,1.0,113.95
0.0092,1.0,113.95
0.0073,1.0,113.96
0.0061,1.0,113.98
0.0077,1.0,113.99
0.0086,1.0,114.0
0.0091,1.0,113.98
0.0125,1.0,113.97
0.0059,1.0,113.95
0.0113,1.0,113.94
0.009,0.6873,113.95
0.0084,0.6873,113.95
0.0088,0.6873,113.94
0.0098,0.6873,113.97
0.0119,0.6873,113.97
0.0073,0.6873,113.97
0.0086,0.6873,113.97
0.0095,0.6873,113.97
0.0106,0.6873,113.98
0.0052,0.6873,113.97
0.01,0.6873,113.98
0.0068,0.6873,113.99
0.0099,0.6873,113.99
0.0095,0.6873,113.99
0.0097,0.6873,114.0
0.0073,0.6873,114.01
0.0131,0.6873,114.02
0.0135,0.6873,114.01
0.008,0.6873,114.16
0.0123,0.6873,114.28
0.012,0.6873,114.41
0.0127,0.6873,114.42
0.0121,0.6873,114.42
0.0091,0.6873,114.43
0.0109,0.6873,114.43
0.007,0.6873,114.43
0.0072,0.6873,114.43
0.0108,0.6873,114.43
0.0133,0.6873,114.41
0.0121,0.6873,114.35
0.0081,0.6873,114.35
0.0124,0.6873,114.32
0.0149,0.6873,114.29
0.0093,0.6873,114.27
0.0217,0.6873,114.19
0.0132,0.6873,114.15
0.0179,0.6873,113.97
0.0123,0.6873,113.57
0.0102,0.6873,110.96
0.1985,0.6873,4.17
0.0,0.6873,5.08
0.0,0.6873,8.11
0.0,0.6873,8.6
0.0,0.6873,9.36
0.0,0.6873,8.5
0.0,0.6873,8.02
0.0,0.6873,6.62
0.0,0.6873,11.75
0.0,0.6873,11.5
0.0,0.6873,14.04
0.0,0.1232,14.28
0.0,0.1232,14.24
0.0,0.1232,14.26
0.0,0.1232,14.26
0.0,0.1232,14.37
0.0,0.1232,14.37
0.0,0.1232,14.29
0.0,0.1232,14.33
0.0,0.1232,14.37
0.0,0.1232,14.31
0.0,0.1232,14.36
0.0,0.1232,14.35
0.0,0.1232,14.35
0.0,0.1232,14.4
0.0,0.1232,14.42
0.0,0.1232,14.38
0.0,0.1232,14.32
0.0,0.1232,14.39
0.0,0.1232,14.36
0.0,0.1232,14.4
0.0,0.1232,14.38
0.0,0.1232,14.45
0.0,0.1232,14.41
0.0,0.1232,14.47
0.0,0.1232,14.56
0.0,0.1232,14.61
0.0,0.1232,14.64
0.0,0.1232,14.63
0.0,0.1232,14.63
0.0,0.1232,14.62
0.0,0.1232,14.64
0.0,0.1232,14.6
0.0,0.1232,14.6
0.0,0.1232,14.57
0.0,0.1232,14.69
0.0,0.1232,14.66
0.0,0.1232,14.66
0.0,0.1232,14.61
0.0,0.1232,14.65
0.0,0.1232,14.69
0.0,0.1232,14.69
0.0,0.1232,14.56
0.0,0.1232,14.7
0.0,0.1232,14.61
0.0,0.1232,14.63
0.0,0.1232,14.61
0.0,0.1232,14.69
0.0,0.1232,14.68
0.0,0.1232,14.76
0.0,0.1232,14.67
0.0,0.1232,14.65
0.0,0.1262,14.65
0.0,0.1262,14.62
0.0,1.0,225.35
0.1534,1.0,243.93
0.2658,1.0,242.84
0.3425,1.0,234.13
0.4224,1.0,220.53
0.4224,1.0,186.16
0.3366,1.0,159.53
0.2698,0.7033,159.6
0.2676,0.7033,159.16
0.2847,0.7033,159.19
0.3076,0.7033,159.1
0.2766,0.7033,158.93
0.1343,0.7033,158.78
0.2511,0.7033,158.72
0.2625,0.7033,158.43
0.2512,0.7033,158.43
0.2724,0.7004,158.68
0.2137,0.7004,158.81
0.3556,0.7004,159.93
0.3192,0.7004,160.05
0.326,0.7004,157.71
0.2819,0.7004,157.99
0.325,0.7004,159.82
0.3263,0.7004,158.57
0.0,1.0,161.9
0.2779,1.0,148.27
0.3318,1.0,149.14
0.2637,1.0,149.03
0.2712,1.0,148.51
0.2357,1.0,148.21
0.2276,1.0,147.86
0.2765,1.0,147.9
0.2325,0.7772,147.58
0.0208,0.7772,147.46
0.0098,0.7772,147.37
0.022,0.7772,147.49
0.1275,0.7772,147.61
0.2129,0.7772,147.47
0.0916,0.7772,147.5
0.1449,0.7772,147.33
0.2149,0.7772,147.28
0.3716,0.736,149.11
0.3914,0.736,153.43
0.3511,0.736,150.59
0.0,1.0,162.53
0.5001,1.0,113.13
0.5155,1.0,138.49
0.6206,1.0,136.33
0.6034,1.0,144.79
0.4471,1.0,153.18
0.452,1.0,157.85
0.6102,1.0,127.65
0.3422,0.1369,13.16
0.0,0.1369,31.56
0.0051,0.1369,244.76
0.1535,0.1369,230.23
0.0,1.0,222.98
0.0983,1.0,183.09
0.0871,1.0,130.76
0.0326,1.0,114.11
0.007,1.0,114.1
0.0074,1.0,114.11
0.0155,1.0,114.12
0.011,1.0,114.1
0.1965,0.1059,13.38
0.0,0.1059,9.26
0.0,0.1059,15.75
0.0,0.1059,16.03
0.0,0.1059,17.25
0.0,0.1059,15.54
0.0,0.1059,15.32
0.0,0.1059,15.32
0.0,0.1059,15.16
0.0,1.0,225.98
0.0143,1.0,250.9
0.1488,1.0,226.56
0.0981,1.0,168.12
0.0571,1.0,117.19
0.0086,1.0,117.09
0.0085,1.0,117.04
0.0212,0.696,115.84
0.1522,0.696,96.78
0.4071,0.696,126.66
0.4003,0.696,121.37
0.1807,0.696,117.21
0.0247,0.696,117.37
0.016,0.696,117.41
0.013,0.696,117.48
0.0396,0.696,116.54
0.2618,0.5796,88.14
0.5383,0.5796,131.67
0.0,1.0,204.1
0.112,1.0,162.39
0.0563,1.0,118.48
0.0111,1.0,118.4
0.0075,1.0,118.44
0.0095,1.0,118.49
0.0169,1.0,117.53
0.1502,1.0,98.57
0.3596,0.6885,118.08
0.3072,0.6885,139.94
0.0927,0.6885,118.57
0.0109,0.6885,118.71
0.0098,0.6885,118.75
0.0087,0.6885,118.51
0.1073,0.6885,104.77
0.3579,0.6885,113.99
0.0,1.0,194.05
0.2994,1.0,154.0
0.2553,1.0,112.42
0.174,1.0,113.47
0.1442,1.0,117.41
0.1042,1.0,115.59
0.1577,1.0,118.35
0.1747,1.0,118.3
0.0941,0.7377,118.36
0.0072,0.7377,118.32
0.0163,0.7377,118.29
0.1984,0.7377,131.99
0.0279,0.7377,112.07
0.0109,0.7377,110.99
0.0088,0.7377,118.15
0.0075,0.6656,116.96
0.0043,0.6656,116.98
0.0,0.6656,116.93
0.0079,0.6656,117.62
0.0084,0.6656,117.67
0.0107,0.6656,118.98
0.0181,0.6656,117.05
0.0175,0.6656,118.92
0.0035,0.6656,120.21
0.0021,0.6827,126.24
0.0239,0.6827,122.86
0.1649,0.6827,120.49
0.0238,0.6827,120.55
0.1963,0.6827,119.03
0.2186,0.6827,117.05
0.1519,0.6827,116.81
0.0369,0.6827,116.74
0.0282,0.6827,116.68
0.0095,0.6546,116.67
0.0081,0.6546,116.68
0.0065,0.6546,116.67
0.0082,0.6546,116.66
0.0081,0.6546,116.65
0.0257,0.6546,116.63
0.0124,0.6546,116.62
0.103,0.6546,116.69
0.1738,0.6546,124.15
0.0531,0.6431,116.06
0.0289,0.6431,114.4
0.0419,0.6431,112.66
0.0345,0.6431,111.98
0.0665,0.6431,110.86
0.1271,0.6431,104.6
0.2834,0.6431,90.12
0.2844,0.6431,111.66
0.1692,0.6431,121.25
0.0941,0.7166,125.96
0.0345,0.7166,130.56
0.0154,0.7166,130.66
0.0055,0.7166,130.72
0.0009,0.7166,130.68
0.0066,0.7166,130.71
0.0025,0.7166,130.71
0.0016,0.7166,130.71
0.0181,0.7166,130.8
0.0263,0.7271,124.59
0.0984,0.7271,122.7
0.1504,0.7271,122.82
0.1286,0.7271,122.58
0.0017,0.7271,122.57
0.0034,0.7271,122.57
0.0025,0.7271,122.54
0.0057,0.7271,122.43
0.0066,0.7271,122.46
0.1361,0.6782,122.19
0.2613,0.6782,121.11
0.484,0.6782,112.13
0.5253,0.6782,120.96
0.441,0.6782,121.45
0.4494,0.6782,120.45
0.4544,0.6782,119.34
0.5771,0.6782,109.6
0.6911,0.6782,110.08
0.5019,0.4346,115.42
0.5445,0.4346,119.87
0.5076,0.4346,121.55
0.6218,0.4346,130.88
0.7025,0.4346,138.02
0.6983,0.4346,137.81
0.7079,0.4346,138.02
0.7034,0.4346,175.9
0.3085,0.4346,139.41
0.3,0.6891,131.78
0.2178,0.6891,128.92
0.0334,0.6891,124.87
0.2649,0.6891,120.94
0.2552,0.6891,120.99
0.1806,0.6891,120.96
0.1394,0.6891,120.91
0.1089,0.6891,120.88
0.2693,0.6891,120.8
0.3143,0.6412,121.56
0.0143,0.6412,121.55
0.2838,0.6412,121.48
0.0087,0.6412,121.45
0.2702,0.6412,121.5
0.0022,0.6412,121.49
0.0104,0.6412,121.49
0.0036,0.6412,121.48
0.004,0.6412,121.49
0.3186,0.6435,122.81
0.5919,0.6435,112.64
0.6058,0.6435,113.6
0.4942,0.6435,117.98
0.4964,0.6435,122.02
0.0094,0.6435,124.12
0.3137,0.6435,137.97
0.6947,0.6435,137.04
0.2435,0.6435,136.7
0.0773,0.4349,136.56
0.025,0.4349,136.77
0.0123,0.4349,136.74
0.6773,0.4349,136.99
0.6931,0.4349,136.08
